,coefs,coefs_with_stopword
bless,-0.054415490237052055,-0.058175957332617545
nose,-0.05406003522068191,-0.11378271090600937
imagine,-0.054045840584789256,-0.07957038781686193
closer,-0.053752584590629704,-0.20521250301860264
blinding,-0.05363833444712763,-0.050840328092268086
tall,-0.0534248749146346,-0.07373682065035944
mercy,-0.05319457675068261,-0.1096610583814179
stormy,-0.053075773651252454,-0.054602764554063356
books,-0.05281985856219733,-0.03326952968817656
eggs,-0.052683292989092606,-0.000325628930629665
wrote,-0.05255291247078484,-0.19653539952947208
pain,-0.05238942325283044,-0.25253405560025816
mine,-0.05196516611964745,
phony,-0.05152563000174756,0.15840236013923858
different,-0.051371542015344274,-0.1655593036222162
whatever,-0.05097419901710113,
later,-0.05030499746227793,-0.07179046460805502
instead,-0.050194956621918564,-0.294307576561536
amount,-0.04998724958318293,
into,-0.04936149745417102,
whoa,-0.04830200782224988,-0.07622956343805838
saturday,-0.048278404707258055,-0.0447281204818073
glen,-0.04757947852964729,-0.05124678286431831
might,-0.047570499747312076,
truck,-0.04749744668469804,-0.12367019953964836
shot,-0.04745886799120723,-0.016323123602718426
kinda,-0.04743787263946499,0.015845201763358976
ly,-0.04741169250831175,-0.11627167671390737
em,-0.04699882137020642,-0.19106378025030035
promise,-0.046978680315946285,0.20806384810177642
beerdrinker,-0.04681761968193641,-0.13994927485838335
cane,-0.04624899682743884,-0.026305900874383864
stories,-0.04598449973456506,-0.15524504386361726
wawawa,-0.0459318481045034,-0.05102012472189194
self,-0.04591664874465086,0.026981678349880946
cannot,-0.045759157893731986,
dies,-0.04545583421237383,-0.10086638782487517
friendly,-0.044949554485428644,-0.054481042842934035
skin,-0.04479065060417457,-0.04583617663941658
force,-0.044444344944898455,-0.1750425460630442
feared,-0.04439457218240296,-0.04834377492161744
glance,-0.043480132627584475,-0.10106755285836085
leaf,-0.04328795444075284,0.024805068047155713
solo,-0.04326731018662549,-0.06255716522131449
soul,-0.04326719497454845,-0.04363210898509279
shakes,-0.04325969152237344,-0.01826159962301574
hint,-0.04294638304879221,-0.01336480281334837
couple,-0.04278367783125981,-0.06436502596171609
protect,-0.04273765437288628,-0.14642424682109023
boat,-0.042327537810658546,-0.02526153158686032
figure,-0.042126939249003764,0.013210439023494829
lives,-0.042110931679200936,-0.1913838184529234
wind,-0.04204699110652028,0.01852920586945886
bid,-0.041755556788157594,-0.03840287147020066
faster,-0.041558494016443064,-0.06707584251516496
kin,-0.041432237269876174,-0.05168072062830404
genuine,-0.04120560771082874,-0.032747291709052447
north,-0.04108898725377881,-0.04499108389245167
armor,-0.04086289885794642,-0.0001730825276251846
cheree,-0.04065155359467244,-0.017160603085103664
young,-0.040645513256204066,-0.040185986686046435
joy,-0.0400696525754651,-0.25834146508819567
return,-0.0400333503705815,0.149152476981533
dressed,-0.04000508387050106,-0.0975855783520636
crew,-0.03965145765416687,-0.04517233205994744
greed,-0.039228452162770794,-0.1463509839649772
dinner,-0.038962224499528963,-0.05675870238203807
horns,-0.03895967010561331,-0.039189537523740034
sick,-0.03891820788644814,-0.08187053024273085
chosen,-0.038882199064028844,0.008129219263991037
guarantee,-0.03885458400654635,-0.06223217917557153
romantic,-0.03840133814590098,-0.10638548508385456
nails,-0.03829532596765236,-0.00369468143694413
precious,-0.03823353146712924,-0.001790448762708327
lots,-0.037618972133103626,-0.09084856397481647
together,-0.037575438063273736,
asked,-0.03737942077817079,-0.037729530913999706
turned,-0.03698092459543913,0.04139867916720942
manner,-0.036526511058124156,-0.011780748273130387
ending,-0.03649638839208931,-0.16031215061302956
muster,-0.036343404370948455,-0.05077460123576843
runnin,-0.03628367813591736,-0.023716100560920314
brings,-0.036146400133987344,-0.0437579462571053
city,-0.035927602021435856,0.07704514202379699
tricked,-0.03555113674798126,-0.045306880352581055
match,-0.034449413673303786,-0.02832940640866593
twin,-0.03438509003006587,0.021007214858116074
boys,-0.034067214277966815,0.00955045633418115
due,-0.03393699675667253,
danger,-0.03387032498523638,-0.05869072767942657
laughin,-0.03367976061895654,-0.022374608155965772
spot,-0.03326206408228774,0.07883794192593731
mush,-0.0329064110562828,0.06646295412926606
carefree,-0.03263557001192408,0.019271947675694234
bonds,-0.032435509615625024,0.01550777456722425
english,-0.03217316974225101,-0.15716035618141586
stew,-0.031979540177398576,-0.028303702582153395
fade,-0.03183048345151772,-0.013273715941585065
sew,-0.03066330262282592,-0.006295477647701442
thousand,-0.030472003647724524,-0.005122644476827622
moves,-0.030125630791664457,-0.01519431554503696
turning,-0.03011821988740787,-0.12877539813196498
pig,-0.03011340661967845,-0.0404480330573489
gimme,-0.029997335643047074,-0.025655989529556528
captain,-0.029878926039307946,-0.15455573298047975
agree,-0.029717579901674923,0.04932748382191905
success,-0.029586156333662787,0.09628522558557204
hip,-0.029234238328935073,-0.0897481137535664
pony,-0.029015945424186215,-0.02542225887936142
wants,-0.028792222154278013,0.018123221043375826
talks,-0.028700197435815,-0.030054229544920846
blessed,-0.028036979114257954,-0.059569683918046415
beatin,-0.028010248605995568,-0.03812636778531823
mothers,-0.027558174283770928,-0.07019154915179247
blind,-0.027091846037291485,-0.10186969182216082
toast,-0.02696999057569082,-0.08588538803299858
urge,-0.026789749097077084,-0.0807378594738367
gas,-0.026756680894744415,0.019009735819163397
private,-0.026087832198849165,-0.10631718953011016
resist,-0.02577540588277194,-0.01244479347401825
leave,-0.025672526656139893,0.3141848701774073
crickety,-0.025647639528021515,-0.06736255730954674
talk,-0.025193269269411435,0.1715656206881573
hats,-0.025169641744073504,-0.060699683907279756
taught,-0.02488709936466354,0.06201139279488327
discover,-0.02437966994176065,0.07308521809321178
ra,-0.024156784744239893,-0.07894636537825878
least,-0.024044284402639008,
loving,-0.02356334462404582,0.018786079754491203
role,-0.02346166423734706,0.07736737959043187
scratch,-0.02252304442282667,0.04757486849606452
kept,-0.022394320445291993,0.02401502668794625
land,-0.02224447135985591,0.023340684764689812
peace,-0.021873776389672736,-0.10533358161617812
smooth,-0.021767154434491467,0.06633470989086236
food,-0.02176569874701726,-0.013796216049794077
entrancing,-0.021181392627806495,-0.013755090136506859
june,-0.020661252180677117,-0.07160132567658825
toad,-0.02039617271196794,-0.03694213926680916
ordinary,-0.019759744842405502,0.08514859326570151
spirit,-0.019185970878150015,-0.021221536721138926
coming,-0.019068351446436177,-0.07838244700244884
cheeks,-0.01894665162012983,0.20100080552972205
lunch,-0.018777716700157154,0.05649649436452414
add,-0.018665960110135504,-0.009226664170073201
rarer,-0.01848643298891267,-0.1902716373388483
scheme,-0.018310395751871208,0.03359167084140126
buck,-0.018182604142319383,-0.013566394205851179
mess,-0.018073386648517598,0.15463903312200303
familiar,-0.01805812872411472,0.07921680619617297
excuse,-0.017988083933644816,-0.029974862758640898
thinking,-0.0172309316867085,-0.020939891937527863
cousin,-0.016764624233882024,-0.005217398277288239
trips,-0.016684230547837853,0.016633061154845113
miracles,-0.01656930615555645,0.015214597702005311
offer,-0.016470179282337762,0.06788445366423637
death,-0.01594766856289067,-0.012647294692110511
covered,-0.015875314607624064,-0.03741543060722417
crystal,-0.01520642790221137,0.018346190973683008
waves,-0.01519975668087599,-0.11664814411618736
stopping,-0.014783668873065106,0.013752273014633054
sleep,-0.014732094520997344,-0.02223892681478644
fools,-0.014674658111588343,-0.05193520025250034
sun,-0.014633731009008999,-0.4533374684028925
shoulder,-0.014472697986208663,0.008156034857630508
true,-0.01442542091766004,0.2517810513727031
keeping,-0.013405588470682739,-0.05566960194131769
finished,-0.01328940121770053,-0.015740823616195623
cheese,-0.012898935217151172,-0.015099833939934356
claim,-0.012826723478778557,0.0326038473183772
eric,-0.012704081546090784,-0.0650988862357105
mah,-0.012583423496123555,-0.018541355708113636
health,-0.012113432856694556,0.010908321566982966
tiny,-0.011795884528798664,-0.1508882715554386
draws,-0.011496745216510583,-0.013076572449807186
cloud,-0.011492731381316984,-0.15588623678579402
history,-0.010959000197146157,-0.10464979689874798
pulled,-0.01033792272661243,0.06372428226278304
hopes,-0.010052612846630865,-0.08036037091936893
guy,-0.009377898865936367,-0.024116077680563945
boiling,-0.009373035575054908,-0.034051661256889486
baghdad,-0.00924016383271885,-0.10662077742763572
doo,-0.00895750843575089,0.004491172863354223
nonny,-0.008487746348253503,0.0
planned,-0.008363743967709059,-0.017922745643058263
wow,-0.007524885506670674,0.001067534425476746
diggety,-0.007275211155645858,0.0
dirty,-0.007267343970866244,0.001247909243309489
pit,-0.007246114003661465,0.04500722240338781
leading,-0.007044122380351167,-0.031213019851349527
set,-0.007002032037648126,-0.152880152364468
shell,-0.00697214825310942,-0.046860550750534746
grimsby,-0.006759577435079731,-0.03463776274193845
mistake,-0.0064382959042297225,-0.07358031184338026
ancient,-0.006133690929454212,0.01968460640172462
ga,-0.005625749991744776,0.2858092866023081
pitter,-0.005485038395963574,-0.034981462413525094
jo,-0.005436916586223903,0.001495131410830991
sublime,-0.0049551593029270626,0.09622041364024696
bridge,-0.004825539958246278,0.09002547330075138
sorta,-0.0047711507860130654,0.0015322055709889107
anyone,-0.004706791897466131,
guts,-0.0045255525129033886,0.013576492180652891
seeing,-0.004167834367102025,-0.14245895493301203
groove,-0.004136542152777062,0.09634853936817664
member,-0.004049778072541671,-0.018514742129602142
daughter,-0.004000586655838641,0.13432161013145238
velvet,-0.003572269220134927,0.0020887907641223974
roar,-0.0035068039643329774,-0.01245020221887505
forest,-0.003454342690087757,-0.04875474290421088
thunder,-0.003057341481860383,0.06241796585610303
store,-0.002726516936399026,-0.040708645799288096
china,-0.002705286277344593,0.03492030964118244
boogie,-0.0026577190903726592,-0.02504814583376954
warning,-0.0025466720804559455,0.028203847635198065
fish,-0.0024154867995197227,-0.0771300664170943
da,-0.00230030045508689,0.21765841156213944
grand,-0.0014816830017474261,-0.08987185780243388
hoping,-0.0013977661142505204,0.00411440748252985
kidnap,-0.0009068379081366557,0.0
clutches,-0.00045389081548320026,0.005520854790037728
oogie,-0.00038864481777285237,0.0
driver,-0.00015839196682906898,-0.03579781978791322
gay,-7.403945275168133e-05,0.14062519955296665
whooee,0.0,0.06549832085476319
hades,0.0,0.0
lowdown,0.0,0.0
peaches,0.0,0.0
fascinating,0.0,0.16535437794094743
parlez,0.0,0.0
wildcats,0.0,-0.009629676846258874
gu,0.0,0.08952481421990996
betting,0.0,0.038700724940785906
roaming,0.0,0.038700724940785906
everythin,0.0,0.0826199340928716
luv,0.0,0.06963512023709396
german,0.0,0.0
halloween,0.0,-0.10670695099295682
showdown,0.0,0.0
concentrate,0.0,0.0
brotherly,0.0,-0.1618770109920628
snowball,0.0,0.04229718223029228
clothes,1.3951536973016293e-05,0.07949732184637973
much,0.00015858334513146888,
six,0.0005742084290976252,
si,0.0011544854359613055,-0.04178748619738784
shouting,0.0012866511936032096,0.0025662888103092293
vain,0.001750335702277242,-0.047401970660318794
native,0.001819076498711908,-0.13121902547679626
grey,0.0018420672449146053,0.0452395912910768
stare,0.0018764305562981795,0.08583333649953206
outside,0.0021433062162953265,-0.0033893926989764234
satisfied,0.00268501587177436,0.04190237619633397
bride,0.002746761113966996,-0.001387660671078872
songs,0.0029261458593253242,-0.02387986236229081
scare,0.002952227834726359,-0.035169806276960966
kick,0.003117187364279697,0.040086330897236344
chatter,0.003212537350804026,-0.07986240992456392
terrible,0.0035537719169796596,0.12477271186867442
bell,0.0036742470885977666,-0.09844310349741668
learned,0.003733088462895874,0.15687042884668712
judgement,0.0038243205766486654,-0.04439469423303915
growing,0.003876160228618024,0.17295751469935539
squeeze,0.004743195437741252,0.06141379623399643
standing,0.004938394745917979,-0.029476178757053745
doing,0.004980067736676464,0.07697640242095238
sack,0.005311631714570796,-0.014366504358146882
notion,0.0058256756710467796,-0.04518836882517268
upset,0.0058837947271961795,-0.03825018570418162
hello,0.005988197176712132,0.09089293091811264
wee,0.006207016414538918,-0.033188544021190175
morning,0.006331064067481004,0.2909507410164269
fresh,0.007116752338984511,0.02868787604556304
shy,0.0072126979853496115,0.016093915062948133
tol,0.007259406729390131,0.06154941024513283
wisdom,0.008097811721888497,-0.014354939078432355
bananas,0.008113375522299147,0.10853906314568039
grows,0.008256105202299545,0.07264576148532777
finger,0.008291586261841455,0.034954983708549395
laddie,0.008458219854843727,0.060654548856787525
drew,0.00858664695786162,-0.03914044568370903
divine,0.008756654336951226,-0.03178781685990653
cuddle,0.008840260341251498,-0.0005332854950672039
cunning,0.008969363338314062,0.11809526374672968
grew,0.009230504307534405,-0.0032856998907959296
throw,0.009303013708267867,-0.08419373437646191
mustn,0.00938427722923113,-0.028427226483920542
plays,0.009843146415479315,-0.019791257765326184
list,0.009889189620857684,-0.025910616012487488
chief,0.010756298387057384,0.09683857002722308
fell,0.010983621654698711,0.1708769397525743
refined,0.011346977590691518,0.014272742841734028
try,0.011400752445608307,0.12764383797671902
mighty,0.011436294841870961,-0.004529252945133705
silk,0.011861836726296399,0.031835897554752454
speak,0.01224856927759126,-0.14164796306845612
heads,0.012249612842760688,-0.06320709961247235
read,0.0122720558841371,0.04086119045872999
carry,0.012638848290151529,-0.009211678213033064
shine,0.012773868808549301,0.24295598638635515
brave,0.012899841648934873,-0.005578508039916719
miserable,0.013257887749982895,0.056142721509926975
jokes,0.013279232655958782,-0.028987810256917726
totally,0.013626237386175188,0.05810292645431303
conclusion,0.013882996639235326,-0.02137662946213148
pick,0.013885951312563358,0.11487945308040046
question,0.013987719574219293,-0.006537577463139238
changed,0.014045182124346245,0.02716076693790692
wont,0.014133772493060207,0.07939014266235271
gotta,0.014226293668357023,0.12234179813206766
time,0.014473858562983912,-0.16935539337329755
cast,0.014574941162295418,-0.05587029492943972
sadder,0.014613189274708317,-0.012486725771829073
within,0.014863179863116596,
settle,0.01496511534204073,-0.06132422636918922
ahhh,0.014999726966280741,0.03009754893901065
joke,0.015139261392713814,0.0643978355225206
soak,0.015182857097628469,0.03943845780327289
falls,0.015233633388098931,0.09599613640891679
angels,0.015459606675347848,0.024231111281571197
tails,0.015545889975404115,0.1072473192139343
plate,0.016307631193687888,0.044666157933181
prayer,0.016577562943648587,-0.04836781238623525
arrive,0.016681872404327287,0.1517958670938817
skip,0.016715935201012853,0.004339267891896103
ryone,0.016719031381358558,-0.013643625967915574
hardest,0.016827330947148306,0.028130900060180417
control,0.017043492208493147,0.021712841243629294
wasting,0.017334608941772578,-0.08805355503941008
slick,0.017425233979213035,0.05631566069686581
somethin,0.017565481803278635,-0.03730007636293654
icicles,0.017571607116858026,0.15461319208597488
form,0.017571607116858026,0.15461319208597488
ties,0.017653506812609097,0.04593490328887478
tide,0.018010172388914326,-0.030652877328745318
passed,0.01811824422136322,0.2620425954709781
reaching,0.018550343262854027,-0.01207493637065915
hell,0.019285897088579466,-0.009771917635138704
spoke,0.019615865137214625,-0.10457643873686223
surprised,0.019847306760972294,0.5643828354272455
ugly,0.019947118865919725,0.027596465937736653
born,0.020124482838469848,-0.08181146604979855
explain,0.02024931339316056,0.006613208457526595
pretend,0.020302788251174042,-0.03889196641575654
hearted,0.02035953182691175,0.01114548748832038
turns,0.0206599773664942,0.08660413662941406
ceiling,0.020683288713579627,0.12900076078535508
musical,0.020760726706934712,-0.06715323327631197
positive,0.021043569667845152,0.05830880442514967
biggest,0.021089012156671333,0.07885279959213856
chipper,0.021380894930307804,0.0667412941378812
sharing,0.02139719211944402,0.11008102947726178
saw,0.021822129919351313,0.1076000989140816
ex,0.022143808757579153,0.009585632022814705
april,0.022168375519048933,-0.1148394528489709
sake,0.02232465722692338,-0.022919641270698995
grow,0.02234119494382804,-0.0602564127540042
plans,0.022454597771181903,0.0009346923318762079
paper,0.022657887790403744,0.07667655149951227
complaint,0.023174962768363946,0.03178556230328788
frightened,0.023333512653850363,0.017508959610537243
crowds,0.023565536040480395,0.03888604648444573
facts,0.023907470180817153,0.06320307339753795
inclined,0.024351340234098837,0.03023201077941214
season,0.024743512972654688,0.044675623927377756
ride,0.024813145924477614,0.1983575248113876
alarm,0.024975621654399587,0.10598597112933938
soft,0.025480539004583025,0.04110500375031237
diamonds,0.025525947038308943,0.13313627393120453
careless,0.02559679476730095,-0.07862186164948914
voodoo,0.02584445500978224,0.01667825483204545
bury,0.026093425507165025,0.0917311760111386
sugar,0.026539138362414533,0.12350090571691694
christopher,0.02658555025026861,0.04178282444450282
concert,0.027201543631665354,-0.013676355739524887
fame,0.02728295313459727,0.018454464632856174
wasn,0.027308649077354336,0.05125338622905823
antony,0.028154376532902353,0.0
class,0.028179938937754424,0.048264112402699566
walking,0.028268739178886976,0.03591209208627516
name,0.028740368687084537,
beats,0.029460208461791926,0.027372487663951173
split,0.029473503709211715,-0.029633299947759234
devoted,0.029493493345441907,0.04015066929961161
solitude,0.029529164958097428,0.08206393099027005
promised,0.03035432305993909,0.03169737949777954
invited,0.030411977167165843,0.006686319133288876
fingers,0.030645625847947347,0.04597345685712087
atmosphere,0.0306770182010008,0.01948920647031941
lie,0.030725195017762476,0.05538027982428861
trip,0.03087888641414596,0.08507371530320226
sign,0.030926284382877048,0.0507902402256369
rent,0.03094247447091627,0.02091407030455733
pickin,0.031121657201999248,0.027472390804243525
wonders,0.03117970591090477,0.008833412911048416
yelled,0.0320625224864354,0.07985621603905035
spider,0.03206695525922611,0.0172024274132783
babies,0.032892773147444765,0.0677124486361923
hocus,0.033182996587629195,0.1273539395915298
pocus,0.033182996587629195,0.1273539395915298
faint,0.03335887200480206,0.0397379326483044
check,0.033737699770278,-0.0004102578519948885
jazz,0.03418010477852544,0.09510854320778203
ne,0.0342265409170678,0.09258450546370672
mmm,0.034597263881337686,0.18523487096498034
higher,0.03466371895262825,0.09641395719938187
catfish,0.03485909483981875,0.08762019086502033
neat,0.03486465600696294,0.03936059788840633
kicked,0.03503414392468425,0.0917311760111386
bow,0.035214188541454486,-0.19024404737254821
kill,0.03531670022907156,-4.244713323538207e-05
brandy,0.035558439454494925,0.0
doc,0.03556058915009301,-0.015017889005332567
lot,0.03556301417809242,0.11449860534743629
rocket,0.036663680553617545,0.09324641588301476
command,0.03721387858646162,-0.052780039217129336
sister,0.03722960462995219,-0.1370410018326585
candlelight,0.037261531751215354,0.10463645768837172
remind,0.037280149821561165,0.11977218210956758
women,0.03735348690066645,-0.0026491435350783146
cooking,0.03746297129830837,0.12918024227360927
poor,0.037617416942149866,-0.18369172456265032
cook,0.037703505417401285,0.06304371211593417
bubble,0.0380999191169252,0.12050013960594962
green,0.03840855020243373,-0.006618111928108725
ocean,0.03843798567551645,0.10395245841840912
bouquet,0.03870237234841743,0.07545235145310197
hay,0.03870576252590596,0.08961653339726025
given,0.03912558502252752,-0.10862579544049307
or,0.03948237351542918,
pals,0.03962171897587387,-0.0162009638174595
smiling,0.03991343209728171,0.0751232313808331
dell,0.040044320349431374,0.03372667588564621
arm,0.04005855543664893,-0.003799809345344088
position,0.04043277279038984,0.04517861200895988
minute,0.04053461171578843,0.10532414475491492
thinkin,0.04067480729190301,0.09583470970849252
treat,0.04109439518355046,0.0847948249204778
fences,0.04114422886889259,0.069219056228347
fuss,0.041675306593127015,0.036159788202943854
kong,0.041845628634114784,0.1464247498432553
hong,0.041845628634114784,0.1464247498432553
heavens,0.042175188843659596,0.15653429495376198
bend,0.04281982131369867,0.02388483419793079
miles,0.043358276405348437,0.1008720143516069
hitchin,0.0434163936243634,0.024467415320838584
took,0.0435422726089012,0.3164565983047546
breezy,0.04383059621476993,0.1219715891246329
suddenly,0.04386119317435297,-0.026142678028135746
unafraid,0.04398905683714477,-0.0334709906359861
charted,0.04410694951411559,0.0970839001408057
cow,0.044128068866240336,0.05469664804700289
daughters,0.04412913123056311,-0.09582377898102504
bugs,0.04425211728414479,0.09319596461797813
harriet,0.044354347201131496,0.07004382098402152
plant,0.04453833820789557,-0.013924105155403637
julie,0.04456652746133116,0.014625061028403979
ready,0.04471156099256643,-0.08861978845576798
catch,0.04488920093239587,0.05379231885441514
cloudy,0.04499448807996144,0.11371949259995358
snap,0.04541654422953899,0.013269611150316746
garden,0.045501122626221406,0.08155726994121687
never,0.04637788265995867,
house,0.04691409231776955,0.109292010841677
fifty,0.04695884718794351,
dont,0.047025292897665515,0.04992610990219607
local,0.047142916730908764,0.02066003481889714
sighing,0.04730815310668689,0.02873941045483363
tasty,0.0474630503107385,0.09870484442673481
spine,0.04815679975332507,0.0
ear,0.04844228081431358,0.04637232925415165
strange,0.04861520592924436,0.16344920937577923
pathetic,0.04907937348379639,-0.02865020284197995
walkin,0.04912399480354518,0.0760469229524249
train,0.04935197073612441,0.17721186160004843
lived,0.04979683511142732,0.12732270419319147
tried,0.049950577609939685,0.13982191472079786
limehouse,0.049981548661350995,0.1947604422747446
rub,0.05012818480753389,0.14940800760727246
mountains,0.05057348701835958,0.08851774803846339
tennessee,0.05139843717218348,0.06311058958038596
rising,0.05167672119389111,0.16154663013816478
nag,0.05195214862123185,0.1503896563090808
steps,0.05213938410827648,0.21547245135898063
chocolate,0.05215153004509105,0.12529713815070423
picture,0.05215581653384075,0.025700156939384274
overcoat,0.0522003608470495,0.1769503398467918
stick,0.05226916415588241,-0.26500112530880515
cents,0.05281522750065742,0.07341597710066304
samson,0.052933354462378096,0.08479292435190693
nature,0.052948718038374185,0.03388325457539995
knew,0.05333841569571771,0.13689276302331352
thoughts,0.05336853644734535,0.14959903941649777
pa,0.053534411437482665,0.04263139415818677
flying,0.05374965844874563,-0.18367948290925998
let,0.05380411675022031,-0.17129027189532137
lack,0.0538901202490804,0.3066560390239843
tryin,0.05394628327439233,-0.0050766252113990905
up,0.05446801476961653,
mug,0.0547957487371565,0.06958071568000537
press,0.05482890168492384,0.024395851631137267
loose,0.05544473621261255,0.15125743379939213
curse,0.05557500856051015,0.03422123201885818
spree,0.05571562693314279,0.027820364917733542
rocking,0.05582455445763328,0.07576911114615052
lake,0.055938975133474275,0.2512866949348348
wasted,0.05596057749403889,0.08353286241863098
yesican,0.05620376707230798,0.050586249415477645
noyoucan,0.05620376707230798,0.050586249415477645
wake,0.05627980804807291,-0.038539987834899765
which,0.05630731857316685,
farm,0.05663369148979907,0.16500777331240324
oysters,0.0566370409352472,0.15764118697489377
either,0.05667155514174834,
dug,0.05675112800314392,0.07371751143478578
fro,0.05724243379763431,0.08230140652789049
view,0.057594742692645265,0.17575040296292016
mouse,0.05771351300417961,-0.0034788749721020723
sight,0.05802070636856772,0.11864780374075908
hope,0.05808668623646839,-0.16121530994383443
toes,0.058525877928126024,0.009642740558581692
sky,0.05856702328887686,-0.08247778026217828
the,0.05901854772359645,
tan,0.05913912960150867,0.09339176131202868
falling,0.059267761384980286,0.06887574522256433
bore,0.05961584159686427,0.06299398497532577
ring,0.059630833009197956,0.29063747841460447
shoot,0.0596310236089512,0.0452982002076182
buddy,0.060103088432698216,0.010230804606457047
tread,0.06028521900107507,-0.03805903057435032
reach,0.060331747913234514,0.06782465123398204
ago,0.0604396367996754,0.041097311833155556
sweetie,0.060690156958901675,0.1378152809524572
pipe,0.06091399864763267,0.15547452147831672
believe,0.06282155635777611,-0.4077171373996531
fail,0.06283385296077014,0.036963350661997046
major,0.06308529220010445,0.09375137356789306
kissed,0.0633105058602765,0.09032131065958873
big,0.0633425724598203,0.10814596310140415
twist,0.06349709173695824,0.14577829198233444
eagle,0.06360410778837743,0.06602709777414867
sir,0.06368597327909212,0.08997165596243467
more,0.06375379147428156,
row,0.06376814384966235,0.08498375267569527
carelessly,0.0639401906008532,0.1552392278115218
wisp,0.06409385386522204,0.055008783674519564
shouldn,0.06428811166629422,0.10852482494944103
unless,0.06433727292140992,0.1491302908280421
counted,0.06436053683742775,0.15318662098090582
cream,0.06442731599490195,0.0957090807124968
slave,0.06453130732916168,0.1495682054788159
delightful,0.06465858518175249,-0.1242427729328807
taunt,0.0650198690100617,0.08653397299787767
heavy,0.06502765701415039,0.01085100830952256
behave,0.0652754888677699,0.37803738160739764
ground,0.06536119779223717,-0.025403204476906797
than,0.06553175856643381,
applause,0.0657065194255834,-0.025342530505143
attention,0.06586779315951144,-0.02457814227000104
send,0.06608907596262606,0.21857756340391882
take,0.06625563716980903,
louisiana,0.06634111194414133,0.05376592455905224
yet,0.06658692482005416,
tea,0.06713815324704521,0.19616227070841996
beneath,0.0671960578954349,0.06140425196550625
watch,0.06724111384112919,0.15078145546465135
wander,0.06750647474476336,0.08667455425080274
romeo,0.06764438036862314,0.11352258013757809
corny,0.06816738302341215,0.10875896026510601
blow,0.06821859078127301,0.21086001971775345
grateful,0.06842426203796226,0.0921581204032586
di,0.06847798406231065,0.08557528179334035
cottage,0.06847897946589417,0.15425607781819078
probably,0.06874047819635264,0.06512335852981556
salt,0.0689338714008618,0.3083622009397207
praise,0.06904195681471255,0.05861817286646402
weave,0.06907634524463789,0.07381781571280073
aglow,0.06934620883585661,-0.01460779919417976
sad,0.06954303123789407,-0.09103179004720657
cash,0.07013231760895158,0.0832906470278897
uncle,0.07030454521605983,0.05364273692938351
stepping,0.07032529048193721,0.12631439569416783
distant,0.07093288783727564,0.007481832463672816
gets,0.07094168741022819,0.15351334952094567
patter,0.07106592033343993,0.10381962105425224
stops,0.07165125590916036,0.1589464573215612
workin,0.07172980370391122,0.019827320770989032
bake,0.07197799714803255,0.06426647060363601
nest,0.07236608138005607,0.07488183618552693
hundred,0.07258283497129567,
eye,0.0729677576383655,0.09967177662459567
starts,0.0729861711972243,0.1605831341450204
type,0.0730369990842978,0.06453411911639739
jam,0.07308110016239952,-0.008031652940068579
believed,0.07319305969144538,0.20631735616431762
flight,0.07333730425944891,0.1881524933463743
understood,0.07383959317995091,0.137884775574663
silly,0.07386045970999051,0.055528582507694976
splendid,0.07427589608831625,0.06855701014088057
except,0.07450129448008974,
through,0.07459574477353394,
huh,0.0749218845171818,0.13423582910286336
freeze,0.07506116433307415,0.12246986290312402
became,0.07514176859256615,
handed,0.07519038490078404,-0.005549797246284682
painted,0.07536228927545358,0.088524800424023
female,0.07554222201386296,0.042778905731258796
roam,0.07573788952174045,-0.013013621885605953
french,0.07578460379151356,0.07109214289525664
tum,0.07595568890369736,0.06737999072214795
lisa,0.07609929546089542,0.0766053265665168
ba,0.0763869901114893,0.25872021423551045
syncopated,0.07640280971819674,0.1265999196739619
pants,0.07659257981134117,0.06532633272092016
front,0.07673955918648065,
bluebird,0.07725498487553327,0.0889184952617337
serene,0.07726099861953675,0.06270476143802628
lay,0.07746798186597918,0.1883605859520667
quick,0.07776588183637384,0.11503147727737544
lifted,0.07792924564721317,0.037604107104007425
forget,0.0780583809496745,0.35552319061671195
trombone,0.07827388106058966,0.08546121718735447
non,0.07829426524957585,0.24447235243789894
committal,0.07829426524957585,0.24447235243789894
pass,0.07858862319781805,0.14931200786872423
throwing,0.07880329004989922,-0.1251376867979084
wearing,0.07895880471445806,0.13315287337855414
lamp,0.07947304063662476,0.1052545141467833
houses,0.07958382436924646,0.06686801771217771
omaha,0.07994169137559745,0.05935318846241423
fellers,0.0804880202093946,0.12810614671287987
crazy,0.08061687290825417,0.09188516811060055
sunny,0.08105484133653146,0.18417219699125847
merely,0.0819813612404919,0.12451864351430696
vest,0.08206299082542233,0.10588058850237797
sounds,0.08241184360581211,0.0268644510151742
body,0.0835077522686408,0.13993579191362993
gang,0.08355587715106857,0.10065801610626918
tingle,0.08390879536359061,0.10864595178822731
virginia,0.08399387382780746,0.08230839553517376
cheer,0.08485636293704207,0.1521239278115772
waiting,0.08487533599167203,0.06579853458625973
sin,0.08524462592585745,0.13040868128062427
oughta,0.08531241906607602,0.1993061780075004
eyed,0.08558919178605467,0.043116408681179996
dere,0.08583397592510861,0.05531519619493874
part,0.08628090621386303,
breeze,0.08636470550809391,0.17414084571866306
trying,0.08674712656196677,0.22350834110502682
pyjamas,0.08687069586285748,0.19039827685485022
taken,0.08688111865537163,0.13888503027719493
bits,0.08854192342491798,0.10344759310052226
